sale_item_id,sale_id,product_id,warehouse_id,quantity,unit_price,cost_price,discount_pct,profit_amount
380,171,26,1,4,725.85,596.36,5.0,372.79
381,172,138,1,2,472.23,356.0,5.0,185.24
382,172,132,1,3,3159.77,2466.68,5.0,1605.3
383,172,16,1,2,4752.9,3671.65,5.0,1687.21
384,173,98,1,3,1647.8,1292.88,5.0,817.59
385,174,150,1,2,1319.85,1026.48,5.0,454.75
386,175,78,1,4,835.3,637.39,5.0,624.58
387,175,31,1,5,1864.2,1488.06,5.0,1414.65
388,175,4,1,5,2796.23,2239.84,5.0,2082.89
389,175,135,1,4,466.4,368.26,5.0,299.28
390,176,67,1,2,1325.03,1000.05,5.0,517.46
391,176,7,1,5,1400.69,1078.1,5.0,1262.78
392,177,154,1,5,356.67,288.51,5.0,251.63
393,178,160,1,1,299.16,247.15,5.0,37.05
394,179,25,1,2,182.16,142.48,5.0,61.14
395,180,114,1,3,4284.12,3435.42,5.0,1903.48
396,181,79,1,4,2020.71,1595.41,5.0,1297.06
397,181,63,1,2,1317.49,1009.81,5.0,483.61
398,182,48,1,4,3134.8,2469.97,5.0,2032.36
399,182,113,1,5,2218.81,1695.74,5.0,2060.65
400,183,184,1,2,52.0,35.0,5.0,28.8
401,184,193,1,2,25.0,15.0,5.0,17.5
402,184,183,1,3,38.0,25.0,5.0,33.3
403,184,184,1,4,52.0,35.0,5.0,57.6
404,185,173,1,7,1281.44,1172.43,5.0,314.57
405,185,170,1,3,1207.08,1141.77,5.0,14.87
406,186,176,1,13,671.7,621.19,5.0,220.02
407,186,172,1,1,640.44,615.29,5.0,-6.87
408,187,176,1,7,671.7,621.19,5.0,118.47
409,188,173,1,8,1281.44,1172.43,5.0,359.5
410,188,172,1,12,640.44,615.29,5.0,-82.46
411,189,64,1,5,2560.53,1965.86,5.0,2333.22
412,189,113,1,3,2218.81,1695.74,5.0,1236.39
413,189,25,1,2,182.16,142.48,5.0,61.14
414,189,56,1,5,2727.75,2130.3,5.0,2305.31
415,189,156,1,5,1806.86,1399.61,5.0,1584.53
416,190,9,1,3,140.45,112.94,5.0,61.46
417,190,100,1,1,661.01,526.78,5.0,101.18
418,190,62,1,5,522.49,401.2,5.0,475.83
419,190,71,1,3,1304.73,1002.96,5.0,709.6
420,191,172,1,12,640.44,615.29,5.0,-82.46
421,191,167,1,7,150.23,136.27,5.0,45.14
422,192,46,1,5,610.22,476.16,5.0,517.74
423,192,162,1,2,1506.93,1177.77,5.0,507.63
424,193,55,1,5,1352.38,1024.48,5.0,1301.4
425,193,7,1,1,1400.69,1078.1,5.0,252.56
426,194,31,1,1,1864.2,1488.06,5.0,282.93
427,194,124,1,4,634.54,511.7,5.0,364.45
428,195,185,1,3,85.0,55.0,5.0,77.25
429,195,196,1,5,8.0,5.0,5.0,13.0
430,196,112,1,3,873.41,699.11,5.0,391.89
431,196,101,1,3,1633.05,1300.68,5.0,752.15
432,196,152,1,1,821.73,652.42,5.0,128.22
433,197,180,1,6,577.93,533.49,5.0,93.26
434,198,175,1,7,341.67,319.66,5.0,34.49
435,198,173,1,11,1281.44,1172.43,5.0,494.32
436,199,137,1,4,117.19,92.1,5.0,76.92
437,199,26,1,2,725.85,596.36,5.0,186.39
438,200,192,1,5,90.0,62.0,5.0,117.5
439,200,191,1,3,52.0,35.0,5.0,43.2
440,200,187,1,3,145.0,95.0,5.0,128.25
441,200,184,1,3,52.0,35.0,5.0,43.2
442,201,174,1,13,34.13,31.28,5.0,14.87
443,201,172,1,1,640.44,615.29,5.0,-6.87
444,202,101,1,1,1633.05,1300.68,5.0,250.72
445,202,142,1,5,323.51,248.87,5.0,292.32
446,202,17,1,3,239.11,184.88,5.0,126.82
447,202,37,1,2,153.5,123.22,5.0,45.21
448,203,172,1,6,640.44,615.29,5.0,-41.23
449,203,175,1,13,341.67,319.66,5.0,64.04
450,204,66,1,4,527.12,411.39,5.0,357.5
451,204,143,1,4,656.81,512.46,5.0,446.04
452,205,56,1,4,2727.75,2130.3,5.0,1844.25
453,206,32,1,2,3662.03,2840.12,5.0,1277.62
454,206,5,1,2,137.81,109.09,5.0,43.66
455,207,102,1,4,3256.21,2638.18,5.0,1820.88
456,207,28,1,1,3646.07,2864.72,5.0,599.05
457,208,33,1,4,182.85,147.98,5.0,102.91
458,208,152,1,3,821.73,652.42,5.0,384.67
459,209,149,1,4,655.76,502.72,5.0,481.01
460,209,35,1,4,1881.08,1441.52,5.0,1382.02
461,210,19,1,4,2357.07,1810.28,5.0,1715.75
462,210,101,1,1,1633.05,1300.68,5.0,250.72
463,210,55,1,1,1352.38,1024.48,5.0,260.28
464,210,153,1,1,1615.47,1269.95,5.0,264.75
465,210,27,1,4,1871.31,1476.33,5.0,1205.66
466,211,119,1,4,1932.6,1529.72,5.0,1225.0
467,211,101,1,4,1633.05,1300.68,5.0,1002.87
468,211,165,1,1,313.53,250.77,5.0,47.08
469,211,119,1,3,1932.6,1529.72,5.0,918.75
470,212,108,1,2,4376.79,3497.92,5.0,1320.06
471,212,72,1,3,2574.59,2018.33,5.0,1282.59
472,212,21,1,5,240.11,188.73,5.0,196.87
473,213,196,1,1,8.0,5.0,5.0,2.6
474,213,184,1,3,52.0,35.0,5.0,43.2
475,214,115,1,3,760.02,598.77,5.0,369.75
476,214,55,1,5,1352.38,1024.48,5.0,1301.4
477,214,75,1,3,2071.5,1606.01,5.0,1085.74
478,215,61,1,3,129.48,97.11,5.0,77.69
479,216,169,1,10,603.79,568.95,5.0,46.5
480,216,178,1,5,618.12,575.95,5.0,56.32
481,216,168,1,14,305.21,272.79,5.0,240.23
482,217,170,1,12,1207.08,1141.77,5.0,59.47
483,217,177,1,14,315.59,289.85,5.0,139.45
484,218,174,1,7,34.13,31.28,5.0,8.0
485,218,174,1,14,34.13,31.28,5.0,16.01
486,219,158,1,3,835.16,679.36,5.0,342.13
487,219,57,1,5,133.2,105.67,5.0,104.35
488,219,52,1,1,2715.58,2143.24,5.0,436.56
489,219,38,1,2,617.58,475.31,5.0,222.78
490,220,177,1,4,315.59,289.85,5.0,39.84
491,220,174,1,6,34.13,31.28,5.0,6.86
492,220,170,1,11,1207.08,1141.77,5.0,54.52
493,221,197,1,5,8.0,5.0,5.0,13.0
494,222,169,1,15,603.79,568.95,5.0,69.76
495,223,174,1,2,34.13,31.28,5.0,2.29
496,224,38,1,5,617.58,475.31,5.0,556.96
497,224,98,1,4,1647.8,1292.88,5.0,1090.12
498,225,74,1,4,830.72,628.29,5.0,643.58
499,226,179,1,15,291.2,273.48,5.0,47.4
500,226,168,1,8,305.21,272.79,5.0,137.28
501,227,68,1,3,2579.52,1951.69,5.0,1496.56
502,227,45,1,3,153.08,121.49,5.0,71.81
503,227,105,1,3,3319.93,2622.66,5.0,1593.82
504,227,55,1,5,1352.38,1024.48,5.0,1301.4
505,227,81,1,2,208.02,158.27,5.0,78.7
506,228,169,1,1,603.79,568.95,5.0,4.65
507,229,168,1,11,305.21,272.79,5.0,188.75
508,229,179,1,9,291.2,273.48,5.0,28.44
509,229,171,1,14,322.74,308.44,5.0,-25.72
510,230,89,1,3,273.48,218.98,5.0,122.48
511,230,18,1,5,942.95,761.6,5.0,671.01
512,231,192,1,4,90.0,62.0,5.0,94.0
513,231,183,1,5,38.0,25.0,5.0,55.5
514,231,199,1,4,12.0,8.0,5.0,13.6
515,232,121,1,3,759.07,614.84,5.0,318.83
516,232,138,1,4,472.23,356.0,5.0,370.47
