product_id,product_name,category_id,brand_id,color,pack_size,unit,cost_price,selling_price,margin_pct,min_stock_level,is_active
193,Putty Blade Small,10,1,,1 piece,piece,15.0,25.0,40.0,20,1
194,Putty Blade Medium,10,1,,1 piece,piece,22.0,35.0,37.14,20,1
195,Putty Blade Large,10,1,,1 piece,piece,30.0,48.0,37.5,20,1
196,Sandpaper 60 grit,10,1,,1 piece,piece,5.0,8.0,37.5,20,1
197,Sandpaper 100 grit,10,1,,1 piece,piece,5.0,8.0,37.5,20,1
198,Sandpaper 180 grit,10,1,,1 piece,piece,6.0,9.0,33.33,20,1
199,Paint Stirrer,10,1,,1 piece,piece,8.0,12.0,33.33,20,1
200,Saarthi Standard (4-seater),11,4,,1 unit,piece,95000.0,108000.0,12.04,1,1
201,Saarthi Plus (5-seater),11,4,,1 unit,piece,108000.0,122000.0,11.48,1,1
202,City Life Mini (4-seater),11,5,,1 unit,piece,88000.0,100000.0,12.0,1,1
