payment_id,sale_id,payment_method,payment_date,amount,payment_status,transaction_ref
98,98,bank_transfer,2023-04-14,11182.29,completed,BT00000098
99,99,cash,2023-04-14,12741.64,completed,
100,100,upi,2023-04-14,322.05,completed,UPI00000100
101,101,cash,2023-04-14,12886.56,completed,
102,102,bank_transfer,2023-04-15,5284.93,completed,BT00000102
103,103,cash,2023-04-15,13939.05,completed,
104,104,bank_transfer,2023-04-15,6786.64,completed,BT00000104
105,105,upi,2023-04-15,3077.01,completed,UPI00000105
106,106,cash,2023-04-15,15759.7,completed,
107,107,cash,2023-04-15,415.15,completed,
108,108,upi,2023-04-18,6695.38,pending,UPI00000108
109,109,cash,2023-04-15,19659.54,completed,
110,110,cash,2023-04-15,17620.81,completed,
111,111,cash,2023-04-15,1106.56,completed,
112,112,upi,2023-04-16,7.6,pending,UPI00000112
113,113,cash,2023-04-15,36663.86,completed,
114,114,cash,2023-04-15,623.2,completed,
115,115,upi,2023-04-15,1770.44,completed,UPI00000115
116,116,cash,2023-04-15,364.8,completed,
117,117,upi,2023-04-15,14418.58,completed,UPI00000117
118,118,bank_transfer,2023-04-18,9114.0,pending,BT00000118
119,119,cash,2023-04-16,10911.66,completed,
120,120,cash,2023-04-16,106.4,completed,
121,121,bank_transfer,2023-04-16,26428.89,completed,BT00000121
122,122,bank_transfer,2023-04-16,14082.25,completed,BT00000122
123,123,upi,2023-04-16,175.75,completed,UPI00000123
124,124,upi,2023-04-16,13806.95,completed,UPI00000124
125,125,upi,2023-04-17,525.58,completed,UPI00000125
126,126,upi,2023-04-17,1814.44,completed,UPI00000126
127,127,cash,2023-04-17,4646.84,completed,
128,128,upi,2023-04-17,71.25,completed,UPI00000128
129,129,bank_transfer,2023-04-17,17771.76,completed,BT00000129
130,130,bank_transfer,2023-04-17,16082.2,completed,BT00000130
131,131,bank_transfer,2023-04-17,7456.81,completed,BT00000131
132,132,upi,2023-04-17,1174.43,completed,UPI00000132
133,133,cash,2023-04-17,8935.13,completed,
134,134,cash,2023-04-17,1659.84,completed,
135,135,cash,2023-04-17,3065.76,completed,
136,136,cash,2023-04-17,6121.84,completed,
137,137,cash,2023-04-17,2098.67,completed,
138,138,upi,2023-04-17,8517.85,completed,UPI00000138
139,139,bank_transfer,2023-04-17,2126.16,completed,BT00000139
140,140,upi,2023-04-18,22021.28,completed,UPI00000140
141,141,upi,2023-04-18,12749.77,completed,UPI00000141
142,142,upi,2023-04-18,568.48,completed,UPI00000142
143,143,cash,2023-04-18,253.08,completed,
144,144,cash,2023-04-18,4199.76,completed,
145,145,cash,2023-04-18,2714.79,completed,
146,146,upi,2023-04-18,1431.58,completed,UPI00000146
147,147,cash,2023-04-18,58.9,completed,
148,148,upi,2023-04-18,1529.45,completed,UPI00000148
149,149,upi,2023-04-18,21619.13,completed,UPI00000149
150,150,cash,2023-04-18,45943.03,completed,
151,151,upi,2023-04-19,11912.24,completed,UPI00000151
152,152,cash,2023-04-19,5042.24,completed,
153,153,cash,2023-04-19,6064.14,completed,
154,154,cash,2023-04-19,2944.58,completed,
155,155,upi,2023-04-19,4662.61,completed,UPI00000155
156,156,upi,2023-04-19,1278.11,completed,UPI00000156
157,157,bank_transfer,2023-04-19,23931.95,completed,BT00000157
158,158,cash,2023-04-21,3715.72,pending,
159,159,cash,2023-04-20,4599.05,completed,
160,160,bank_transfer,2023-04-20,3965.38,completed,BT00000160
161,161,upi,2023-04-20,152.0,completed,UPI00000161
162,162,bank_transfer,2023-04-20,10847.95,completed,BT00000162
163,163,cash,2023-04-20,5405.98,completed,
164,164,bank_transfer,2023-04-20,5329.62,completed,BT00000164
165,165,cash,2023-04-20,389.08,completed,
166,166,cash,2023-04-20,4463.41,completed,
167,167,upi,2023-04-20,13509.26,completed,UPI00000167
168,168,cash,2023-04-20,1798.81,completed,
169,169,upi,2023-04-20,6424.3,completed,UPI00000169
170,170,upi,2023-04-21,13545.76,completed,UPI00000170
171,171,upi,2023-04-21,9856.06,completed,UPI00000171
172,172,upi,2023-04-21,18933.09,completed,UPI00000172
173,173,cash,2023-04-21,4696.23,completed,
174,174,cash,2023-04-21,2507.71,completed,
175,175,bank_transfer,2023-04-21,27083.5,completed,BT00000175
176,176,cash,2023-04-21,9170.83,completed,
177,177,bank_transfer,2023-04-23,1694.18,pending,BT00000177
178,178,cash,2023-04-22,284.2,completed,
179,179,cash,2023-04-22,346.1,completed,
180,180,cash,2023-04-22,12209.74,completed,
181,181,bank_transfer,2023-04-22,10181.93,completed,BT00000181
182,182,upi,2023-04-22,22451.59,completed,UPI00000182
183,183,cash,2023-04-22,98.8,completed,
184,184,cash,2023-04-22,353.4,completed,
185,185,cash,2023-04-22,11961.75,completed,
186,186,cash,2023-04-22,8903.91,completed,
187,187,upi,2023-04-22,4466.81,completed,UPI00000187
188,188,upi,2023-04-22,17039.96,completed,UPI00000188
189,189,bank_transfer,2023-04-22,40371.63,completed,BT00000189
190,190,cash,2023-04-23,7228.55,completed,
191,191,cash,2023-04-23,8300.05,completed,
192,192,bank_transfer,2023-04-23,5761.71,completed,BT00000192
193,193,upi,2023-04-24,7754.46,pending,UPI00000193
194,194,bank_transfer,2023-04-23,4182.24,completed,BT00000194
195,195,cash,2023-04-23,280.25,completed,
196,196,upi,2023-04-23,7924.05,completed,UPI00000196
197,197,cash,2023-04-23,3294.2,completed,
198,198,upi,2023-04-23,15663.15,completed,UPI00000198
199,199,cash,2023-04-23,1824.44,completed,
200,200,upi,2023-04-24,1137.15,completed,UPI00000200
201,201,upi,2023-04-24,1029.92,completed,UPI00000201
202,202,upi,2023-04-24,4061.18,completed,UPI00000202
203,203,upi,2023-04-24,7870.13,completed,UPI00000203
204,204,cash,2023-04-25,4498.93,pending,
205,205,bank_transfer,2023-04-24,10365.45,completed,BT00000205
206,206,upi,2023-04-24,7219.7,completed,UPI00000206
207,207,bank_transfer,2023-04-24,15837.36,completed,BT00000207
208,208,upi,2023-04-24,3036.76,completed,UPI00000208
209,209,cash,2023-04-24,9639.99,completed,
210,210,bank_transfer,2023-04-26,20438.7,pending,BT00000210
211,211,bank_transfer,2023-04-24,19355.23,completed,BT00000211
212,212,bank_transfer,2023-04-25,16794.01,completed,BT00000212
213,213,upi,2023-04-25,155.8,completed,UPI00000213
214,214,upi,2023-04-25,14493.64,completed,UPI00000214
215,215,cash,2023-04-25,369.02,completed,
216,216,upi,2023-04-25,12731.37,completed,UPI00000216
217,217,bank_transfer,2023-04-25,17958.06,completed,BT00000217
218,218,upi,2023-04-25,680.89,completed,UPI00000218
219,219,upi,2023-04-26,6766.11,completed,UPI00000219
220,220,cash,2023-04-26,14007.77,completed,
221,221,upi,2023-04-27,38.0,pending,UPI00000221
222,222,bank_transfer,2023-04-26,8604.01,completed,BT00000222
223,223,upi,2023-04-26,64.85,completed,UPI00000223
224,224,upi,2023-04-26,9195.15,completed,UPI00000224
225,225,cash,2023-04-26,3156.74,completed,
226,226,bank_transfer,2023-04-26,6469.2,completed,BT00000226
227,227,upi,2023-04-26,24068.75,completed,UPI00000227
228,228,cash,2023-04-28,573.6,pending,
229,229,cash,2023-04-26,9971.65,completed,
230,230,cash,2023-04-26,5258.43,completed,
231,231,upi,2023-04-27,568.1,completed,UPI00000231
232,232,cash,2023-04-27,3957.82,completed,
233,233,bank_transfer,2023-04-27,8315.9,completed,BT00000233
234,234,cash,2023-04-27,1839.62,completed,
235,235,upi,2023-04-27,8958.82,completed,UPI00000235
236,236,cash,2023-04-27,7392.85,completed,
237,237,bank_transfer,2023-04-27,5690.99,completed,BT00000237
238,238,bank_transfer,2023-04-28,14942.15,completed,BT00000238
239,239,upi,2023-04-28,3319.68,completed,UPI00000239
240,240,upi,2023-04-29,3172.35,pending,UPI00000240
241,241,cash,2023-04-28,29057.82,completed,
242,242,bank_transfer,2023-04-28,35721.31,completed,BT00000242
243,243,bank_transfer,2023-04-28,18073.66,completed,BT00000243
244,244,upi,2023-04-28,37680.04,completed,UPI00000244
245,245,cash,2023-04-28,2930.09,completed,
246,246,cash,2023-04-29,5622.69,completed,
247,247,cash,2023-04-30,9145.21,pending,
248,248,upi,2023-04-29,8.55,completed,UPI00000248
249,249,cash,2023-04-29,394.86,completed,
250,250,upi,2023-04-29,1276.89,completed,UPI00000250
251,251,cash,2023-04-29,22.8,completed,
252,252,upi,2023-04-29,1534.07,completed,UPI00000252
253,253,upi,2023-04-29,12864.11,completed,UPI00000253
254,254,bank_transfer,2023-04-29,14765.18,completed,BT00000254
255,255,cash,2023-04-29,4317.04,completed,
256,256,upi,2023-04-29,654.6,completed,UPI00000256
257,257,bank_transfer,2023-04-29,5020.52,completed,BT00000257
258,258,upi,2023-04-29,98.8,completed,UPI00000258
259,259,bank_transfer,2023-04-29,15152.5,completed,BT00000259
260,260,upi,2023-05-02,5312.97,pending,UPI00000260
261,261,cash,2023-04-29,15423.15,completed,
262,262,bank_transfer,2023-04-30,17683.49,completed,BT00000262
263,263,upi,2023-04-30,26744.34,completed,UPI00000263
264,264,cash,2023-04-30,3110.77,completed,
265,265,upi,2023-05-03,14356.6,pending,UPI00000265
266,266,cash,2023-05-01,443.69,completed,
267,267,cash,2023-05-01,3052.44,completed,
268,268,cash,2023-05-03,12473.13,pending,
269,269,bank_transfer,2023-05-01,787.0,completed,BT00000269
270,270,upi,2023-05-01,23047.23,completed,UPI00000270
271,271,cash,2023-05-01,152.0,completed,
272,272,cash,2023-05-01,1983.25,completed,
273,273,bank_transfer,2023-05-01,14299.82,completed,BT00000273
274,274,cash,2023-05-01,16888.61,completed,
275,275,bank_transfer,2023-05-01,21569.69,completed,BT00000275
276,276,bank_transfer,2023-05-01,27999.81,completed,BT00000276
277,277,cash,2023-05-02,7337.06,completed,
278,278,bank_transfer,2023-05-02,9615.94,completed,BT00000278
279,279,bank_transfer,2023-05-02,6509.1,completed,BT00000279
280,280,bank_transfer,2023-05-02,11627.13,completed,BT00000280
281,281,upi,2023-05-02,171.0,completed,UPI00000281
282,282,upi,2023-05-02,19078.51,completed,UPI00000282
283,283,upi,2023-05-02,126.0,completed,UPI00000283
284,284,bank_transfer,2023-05-02,13577.9,completed,BT00000284
285,285,bank_transfer,2023-05-02,10616.05,completed,BT00000285
286,286,upi,2023-05-02,9561.16,completed,UPI00000286
287,287,cash,2023-05-03,313.53,completed,
288,288,upi,2023-05-03,5122.15,completed,UPI00000288
289,289,upi,2023-05-03,10945.52,completed,UPI00000289
290,290,cash,2023-05-04,671.0,pending,
291,291,upi,2023-05-03,4811.85,completed,UPI00000291
292,292,bank_transfer,2023-05-03,19090.0,completed,BT00000292
293,293,upi,2023-05-04,5351.6,completed,UPI00000293
294,294,cash,2023-05-04,1802.76,completed,
295,295,bank_transfer,2023-05-04,7275.76,completed,BT00000295
296,296,cash,2023-05-04,238.91,completed,
297,297,bank_transfer,2023-05-06,34698.05,pending,BT00000297
298,298,upi,2023-05-05,4175.8,completed,UPI00000298
299,299,upi,2023-05-05,5684.25,completed,UPI00000299
300,300,cash,2023-05-05,4376.79,completed,
301,301,cash,2023-05-08,1343.4,pending,
302,302,cash,2023-05-05,1989.58,completed,
303,303,cash,2023-05-06,596.0,completed,
304,304,cash,2023-05-06,2514.97,completed,
305,305,cash,2023-05-06,482.0,completed,
306,306,upi,2023-05-06,2852.96,completed,UPI00000306
307,307,cash,2023-05-07,2912.0,completed,
308,308,cash,2023-05-07,4143.0,completed,
309,309,cash,2023-05-07,2820.34,completed,
310,310,cash,2023-05-07,1207.58,completed,
311,311,cash,2023-05-08,1222.26,pending,
312,312,bank_transfer,2023-05-07,17291.23,completed,BT00000312
313,313,cash,2023-05-07,2160.26,completed,
314,314,bank_transfer,2023-05-08,173.88,pending,BT00000314
315,315,upi,2023-05-07,470.07,completed,UPI00000315
316,316,cash,2023-05-08,16615.62,completed,
317,317,cash,2023-05-08,3288.47,completed,
318,318,bank_transfer,2023-05-08,6935.16,completed,BT00000318
319,319,bank_transfer,2023-05-11,9606.6,pending,BT00000319
320,320,cash,2023-05-08,13602.36,completed,
321,321,bank_transfer,2023-05-08,8123.0,completed,BT00000321
322,322,cash,2023-05-08,326.0,completed,
323,323,upi,2023-05-08,24438.85,completed,UPI00000323
324,324,cash,2023-05-08,5763.96,completed,
325,325,cash,2023-05-09,6199.12,completed,
326,326,upi,2023-05-09,10015.41,completed,UPI00000326
327,327,cash,2023-05-09,2445.6,completed,
328,328,bank_transfer,2023-05-09,7754.12,completed,BT00000328
329,329,bank_transfer,2023-05-09,5703.5,completed,BT00000329
330,330,bank_transfer,2023-05-09,5793.63,completed,BT00000330
331,331,cash,2023-05-10,3241.7,completed,
332,332,upi,2023-05-10,10718.44,completed,UPI00000332
333,333,bank_transfer,2023-05-12,11098.36,pending,BT00000333
334,334,upi,2023-05-10,25925.5,completed,UPI00000334
335,335,cash,2023-05-13,2524.72,pending,
336,336,cash,2023-05-12,5283.39,pending,
337,337,upi,2023-05-10,7081.24,completed,UPI00000337
338,338,cash,2023-05-11,3286.92,completed,
339,339,upi,2023-05-11,3366.65,completed,UPI00000339
340,340,cash,2023-05-11,781.0,completed,
341,341,upi,2023-05-11,5796.78,completed,UPI00000341
342,342,upi,2023-05-11,4195.62,completed,UPI00000342
343,343,cash,2023-05-11,124.0,completed,
344,344,cash,2023-05-11,309.0,completed,
345,345,bank_transfer,2023-05-11,28708.27,completed,BT00000345
346,346,bank_transfer,2023-05-11,8369.97,completed,BT00000346
347,347,upi,2023-05-12,6274.02,completed,UPI00000347
348,348,upi,2023-05-12,2904.66,completed,UPI00000348
349,349,bank_transfer,2023-05-12,6912.45,completed,BT00000349
350,350,cash,2023-05-12,2912.0,completed,
351,351,cash,2023-05-13,11395.44,pending,
352,352,upi,2023-05-12,7044.84,completed,UPI00000352
353,353,cash,2023-05-12,17516.09,completed,
354,354,upi,2023-05-13,1747.12,completed,UPI00000354
355,355,upi,2023-05-13,7175.44,completed,UPI00000355
356,356,bank_transfer,2023-05-13,11029.98,completed,BT00000356
357,357,upi,2023-05-13,1747.2,completed,UPI00000357
358,358,upi,2023-05-13,11480.42,completed,UPI00000358
359,359,upi,2023-05-13,7724.8,completed,UPI00000359
360,360,cash,2023-05-14,1900.32,completed,
361,361,cash,2023-05-14,11184.92,completed,
362,362,bank_transfer,2023-05-14,8970.08,completed,BT00000362
363,363,upi,2023-05-14,22463.0,completed,UPI00000363
364,364,upi,2023-05-14,4400.4,completed,UPI00000364
365,365,upi,2023-05-14,470.07,completed,UPI00000365
366,366,upi,2023-05-15,10810.72,pending,UPI00000366
367,367,upi,2023-05-15,3895.59,completed,UPI00000367
368,368,upi,2023-05-15,508.0,completed,UPI00000368
369,369,cash,2023-05-15,11021.87,completed,
370,370,bank_transfer,2023-05-15,13939.82,completed,BT00000370
371,371,upi,2023-05-15,17779.42,completed,UPI00000371
372,372,cash,2023-05-15,4019.63,completed,
373,373,cash,2023-05-15,114.0,completed,
374,374,bank_transfer,2023-05-15,10434.6,completed,BT00000374
375,375,upi,2023-05-16,7813.8,pending,UPI00000375
376,376,cash,2023-05-16,3467.58,completed,
377,377,upi,2023-05-16,6319.54,completed,UPI00000377
378,378,cash,2023-05-16,163.0,completed,
379,379,bank_transfer,2023-05-16,7521.95,completed,BT00000379
380,380,cash,2023-05-16,15763.32,completed,
381,381,upi,2023-05-16,20252.94,completed,UPI00000381
382,382,cash,2023-05-16,28268.91,completed,
383,383,upi,2023-05-16,128.21,completed,UPI00000383
384,384,bank_transfer,2023-05-17,12070.8,completed,BT00000384
385,385,cash,2023-05-17,297.0,completed,
386,386,cash,2023-05-17,4070.52,completed,
387,387,upi,2023-05-17,137.3,completed,UPI00000387
388,388,upi,2023-05-20,4688.42,pending,UPI00000388
389,389,cash,2023-05-18,7337.94,pending,
390,390,upi,2023-05-17,26316.65,completed,UPI00000390
391,391,upi,2023-05-20,14956.44,pending,UPI00000391
392,392,upi,2023-05-17,488.0,completed,UPI00000392
393,393,cash,2023-05-18,12724.0,completed,
394,394,cash,2023-05-18,968.22,completed,
395,395,cash,2023-05-18,3203.2,completed,
396,396,bank_transfer,2023-05-19,22291.9,pending,BT00000396
397,397,bank_transfer,2023-05-18,19447.48,completed,BT00000397
398,398,cash,2023-05-18,4030.8,completed,
399,399,upi,2023-05-18,9517.67,completed,UPI00000399
400,400,upi,2023-05-19,771.62,pending,UPI00000400
401,401,cash,2023-05-18,7722.88,completed,
402,402,upi,2023-05-18,3340.64,completed,UPI00000402
403,403,upi,2023-05-18,8668.6,completed,UPI00000403
404,404,upi,2023-05-19,2038.4,completed,UPI00000404
405,405,cash,2023-05-19,329.0,completed,
406,406,cash,2023-05-19,4674.66,completed,
407,407,upi,2023-05-19,7589.37,completed,UPI00000407
408,408,upi,2023-05-19,143.0,completed,UPI00000408
409,409,cash,2023-05-19,7044.84,completed,
410,410,cash,2023-05-19,9271.8,completed,
411,411,cash,2023-05-20,2399.0,completed,
412,412,cash,2023-05-20,12639.08,completed,
413,413,bank_transfer,2023-05-20,7632.65,completed,BT00000413
414,414,cash,2023-05-21,17.0,completed,
415,415,upi,2023-05-21,28818.69,completed,UPI00000415
416,416,upi,2023-05-21,27681.63,completed,UPI00000416
417,417,bank_transfer,2023-05-21,30148.79,completed,BT00000417
418,418,cash,2023-05-21,2562.88,completed,
419,419,bank_transfer,2023-05-21,13097.97,completed,BT00000419
420,420,cash,2023-05-21,22917.63,completed,
421,421,upi,2023-05-21,6028.4,completed,UPI00000421
422,422,upi,2023-05-21,18987.42,completed,UPI00000422
423,423,upi,2023-05-21,5969.97,completed,UPI00000423
424,424,upi,2023-05-21,18994.09,completed,UPI00000424
425,425,cash,2023-05-22,5173.38,completed,
426,426,bank_transfer,2023-05-22,11046.52,completed,BT00000426
427,427,cash,2023-05-22,23244.95,completed,
428,428,bank_transfer,2023-05-22,9589.2,completed,BT00000428
429,429,cash,2023-05-22,910.0,completed,
430,430,cash,2023-05-22,5431.16,completed,
431,431,upi,2023-05-23,153.08,completed,UPI00000431
432,432,upi,2023-05-23,5299.59,completed,UPI00000432
433,433,upi,2023-05-25,21871.41,pending,UPI00000433
434,434,bank_transfer,2023-05-24,6255.87,completed,BT00000434
435,435,upi,2023-05-24,44.0,completed,UPI00000435
436,436,cash,2023-05-24,660.0,completed,
437,437,bank_transfer,2023-05-24,16594.02,completed,BT00000437
438,438,bank_transfer,2023-05-27,7748.9,pending,BT00000438
439,439,cash,2023-05-24,2542.65,completed,
440,440,cash,2023-05-24,7917.48,completed,
441,441,upi,2023-05-24,478.0,completed,UPI00000441
442,442,cash,2023-05-25,230.0,completed,
443,443,cash,2023-05-25,7912.66,completed,
444,444,cash,2023-05-25,7245.48,completed,
445,445,cash,2023-05-25,2023.71,completed,
446,446,upi,2023-05-25,14435.19,completed,UPI00000446
447,447,cash,2023-05-25,1653.43,completed,
448,448,cash,2023-05-26,3260.36,completed,
449,449,bank_transfer,2023-05-26,34643.97,completed,BT00000449
450,450,upi,2023-05-26,12855.86,completed,UPI00000450
451,451,bank_transfer,2023-05-26,10341.12,completed,BT00000451
452,452,upi,2023-05-28,2523.06,pending,UPI00000452
453,453,cash,2023-05-26,299.0,completed,
454,454,cash,2023-05-26,3172.7,completed,
455,455,upi,2023-05-27,11402.88,completed,UPI00000455
456,456,bank_transfer,2023-05-27,30366.53,completed,BT00000456
457,457,upi,2023-05-27,5730.16,completed,UPI00000457
458,458,bank_transfer,2023-05-27,15936.17,completed,BT00000458
459,459,upi,2023-05-27,177.0,completed,UPI00000459
460,460,bank_transfer,2023-05-27,22378.92,completed,BT00000460
461,461,bank_transfer,2023-05-27,1926.69,completed,BT00000461
462,462,cash,2023-05-27,18325.59,completed,
463,463,bank_transfer,2023-05-28,12884.04,completed,BT00000463
464,464,bank_transfer,2023-05-28,8292.43,completed,BT00000464
465,465,upi,2023-05-28,21961.42,completed,UPI00000465
466,466,upi,2023-05-28,7783.01,completed,UPI00000466
467,467,cash,2023-05-29,229.0,pending,
468,468,cash,2023-05-28,2138.74,completed,
469,469,upi,2023-05-28,647.02,completed,UPI00000469
470,470,upi,2023-05-29,266.4,completed,UPI00000470
471,471,bank_transfer,2023-05-29,8325.72,completed,BT00000471
472,472,cash,2023-05-29,3818.0,completed,
473,473,bank_transfer,2023-05-29,7242.48,completed,BT00000473
474,474,bank_transfer,2023-05-29,5201.37,completed,BT00000474
475,475,upi,2023-05-29,2844.53,completed,UPI00000475
476,476,bank_transfer,2023-05-29,6606.33,completed,BT00000476
477,477,bank_transfer,2023-05-29,4379.28,completed,BT00000477
478,478,bank_transfer,2023-05-30,7031.46,pending,BT00000478
479,479,bank_transfer,2023-05-30,27038.81,completed,BT00000479
480,480,upi,2023-05-30,12278.71,completed,UPI00000480
481,481,upi,2023-05-30,1050.0,completed,UPI00000481
482,482,cash,2023-05-30,614.0,completed,
483,483,upi,2023-05-30,117.0,completed,UPI00000483
484,484,bank_transfer,2023-05-30,6947.64,completed,BT00000484
485,485,cash,2023-06-03,577.93,pending,
486,486,bank_transfer,2023-05-31,13507.87,completed,BT00000486
487,487,cash,2023-05-31,304.0,completed,
488,488,cash,2023-06-01,2414.16,completed,
489,489,cash,2023-06-01,3617.96,completed,
490,490,cash,2023-06-01,144.0,completed,
491,491,bank_transfer,2023-06-01,16389.49,completed,BT00000491
492,492,cash,2023-06-02,7239.65,completed,
493,493,cash,2023-06-03,1847.32,completed,
494,494,upi,2023-06-03,22196.72,completed,UPI00000494
495,495,upi,2023-06-06,1778.74,pending,UPI00000495
496,496,upi,2023-06-03,5201.37,completed,UPI00000496
497,497,upi,2023-06-06,1864.2,pending,UPI00000497
498,498,cash,2023-06-04,2727.75,completed,
499,499,upi,2023-06-04,307.17,completed,UPI00000499
500,500,cash,2023-06-04,128.0,completed,
501,501,cash,2023-06-05,4175.8,completed,
502,502,upi,2023-06-05,5549.48,completed,UPI00000502
503,503,cash,2023-06-06,4147.55,completed,
504,504,cash,2023-06-06,3753.92,completed,
505,505,bank_transfer,2023-06-06,6027.72,completed,BT00000505
506,506,bank_transfer,2023-06-06,22583.26,completed,BT00000506
507,507,upi,2023-06-07,4828.32,completed,UPI00000507
508,508,upi,2023-06-07,274.6,completed,UPI00000508
509,509,upi,2023-06-07,759.07,completed,UPI00000509
510,510,upi,2023-06-09,7738.48,pending,UPI00000510
511,511,cash,2023-06-07,4037.61,completed,
512,512,upi,2023-06-08,16658.72,completed,UPI00000512
513,513,cash,2023-06-08,14856.76,completed,
