sale_id,customer_id,employee_id,sale_date,total_amount,payment_method,payment_status,promotion_id,festival_flag,holiday_flag,season,warehouse_expansion_flag
37,395,2,2023-04-06,27591.59,upi,paid,2.0,0,0,pre_monsoon,0
38,17,2,2023-04-06,8130.75,upi,paid,2.0,0,0,pre_monsoon,0
39,363,2,2023-04-06,7337.58,cash,paid,2.0,0,0,pre_monsoon,0
40,665,2,2023-04-06,19245.19,upi,paid,2.0,0,0,pre_monsoon,0
41,255,1,2023-04-06,1614.07,cash,paid,2.0,0,0,pre_monsoon,0
42,904,3,2023-04-06,2308.25,cash,paid,2.0,0,0,pre_monsoon,0
43,723,3,2023-04-06,8854.95,upi,paid,2.0,0,0,pre_monsoon,0
44,245,1,2023-04-06,8211.71,bank_transfer,paid,2.0,0,0,pre_monsoon,0
45,903,1,2023-04-07,856.31,bank_transfer,paid,2.0,0,0,pre_monsoon,0
46,254,2,2023-04-07,162.12,upi,paid,2.0,0,0,pre_monsoon,0
47,151,1,2023-04-07,2452.82,upi,pending,2.0,0,0,pre_monsoon,0
48,260,2,2023-04-07,6745.27,bank_transfer,paid,2.0,0,0,pre_monsoon,0
49,496,1,2023-04-07,4104.49,bank_transfer,paid,2.0,0,0,pre_monsoon,0
50,146,2,2023-04-07,4671.61,upi,paid,2.0,0,0,pre_monsoon,0
51,111,2,2023-04-08,25877.63,bank_transfer,paid,2.0,0,0,pre_monsoon,0
52,283,2,2023-04-08,8933.61,upi,paid,2.0,0,0,pre_monsoon,0
53,812,2,2023-04-08,79.8,cash,paid,2.0,0,0,pre_monsoon,0
54,639,3,2023-04-08,7101.81,bank_transfer,paid,2.0,0,0,pre_monsoon,0
55,6,2,2023-04-08,3590.52,upi,paid,2.0,0,0,pre_monsoon,0
56,575,1,2023-04-08,23835.21,bank_transfer,paid,2.0,0,0,pre_monsoon,0
57,926,1,2023-04-08,602.3,cash,paid,2.0,0,0,pre_monsoon,0
58,88,2,2023-04-08,9004.2,upi,paid,2.0,0,0,pre_monsoon,0
59,321,3,2023-04-08,16427.82,bank_transfer,paid,2.0,0,0,pre_monsoon,0
60,630,2,2023-04-08,11025.84,bank_transfer,paid,2.0,0,0,pre_monsoon,0
61,7,2,2023-04-08,239.4,cash,paid,2.0,0,0,pre_monsoon,0
62,886,1,2023-04-09,389.08,cash,paid,2.0,0,0,pre_monsoon,0
63,759,2,2023-04-09,47.5,cash,paid,2.0,0,0,pre_monsoon,0
64,7,2,2023-04-09,6133.68,cash,paid,2.0,0,0,pre_monsoon,0
65,853,3,2023-04-09,5357.3,bank_transfer,paid,2.0,0,0,pre_monsoon,0
66,698,2,2023-04-09,21695.12,bank_transfer,paid,2.0,0,0,pre_monsoon,0
67,297,2,2023-04-09,370.5,upi,paid,2.0,0,0,pre_monsoon,0
68,124,3,2023-04-09,7951.05,upi,paid,2.0,0,0,pre_monsoon,0
69,480,3,2023-04-10,16766.88,upi,paid,2.0,0,0,pre_monsoon,0
70,65,1,2023-04-10,13310.64,bank_transfer,paid,2.0,0,0,pre_monsoon,0
71,496,2,2023-04-10,24297.64,upi,paid,2.0,0,0,pre_monsoon,0
72,31,3,2023-04-10,3583.21,cash,paid,2.0,0,0,pre_monsoon,0
73,940,3,2023-04-10,8182.05,upi,paid,2.0,0,0,pre_monsoon,0
74,453,2,2023-04-11,5772.5,upi,pending,2.0,0,0,pre_monsoon,0
75,201,2,2023-04-11,12224.43,upi,paid,2.0,0,0,pre_monsoon,0
76,25,3,2023-04-11,39761.88,cash,paid,2.0,0,0,pre_monsoon,0
77,513,2,2023-04-11,60.8,upi,paid,2.0,0,0,pre_monsoon,0
78,802,3,2023-04-12,7361.45,upi,paid,2.0,0,0,pre_monsoon,0
79,297,2,2023-04-12,2687.64,cash,paid,2.0,0,0,pre_monsoon,0
80,626,3,2023-04-12,2537.36,upi,pending,2.0,0,0,pre_monsoon,0
81,347,2,2023-04-12,1203.56,cash,paid,2.0,0,0,pre_monsoon,0
82,776,3,2023-04-12,14536.65,upi,paid,2.0,0,0,pre_monsoon,0
83,491,1,2023-04-13,2690.12,cash,paid,2.0,0,0,pre_monsoon,0
84,801,1,2023-04-13,5905.09,upi,paid,2.0,0,0,pre_monsoon,0
85,756,1,2023-04-13,13234.11,upi,paid,2.0,0,0,pre_monsoon,0
86,631,2,2023-04-13,16201.37,cash,paid,2.0,0,0,pre_monsoon,0
87,828,3,2023-04-13,50.35,cash,paid,2.0,0,0,pre_monsoon,0
88,322,2,2023-04-13,190.0,upi,paid,2.0,0,0,pre_monsoon,0
89,557,1,2023-04-13,3439.53,upi,pending,2.0,0,0,pre_monsoon,0
90,670,1,2023-04-13,13637.99,bank_transfer,paid,2.0,0,0,pre_monsoon,0
91,287,1,2023-04-13,537.15,cash,paid,2.0,0,0,pre_monsoon,0
92,836,1,2023-04-14,3156.74,bank_transfer,paid,2.0,0,0,pre_monsoon,0
93,277,2,2023-04-14,5710.18,upi,paid,2.0,0,0,pre_monsoon,0
94,46,1,2023-04-14,2445.86,upi,paid,2.0,0,0,pre_monsoon,0
95,27,3,2023-04-14,12868.86,bank_transfer,paid,2.0,0,0,pre_monsoon,0
96,802,3,2023-04-14,12723.57,upi,paid,2.0,0,0,pre_monsoon,0
97,267,1,2023-04-14,23917.69,upi,paid,2.0,0,0,pre_monsoon,0
98,371,2,2023-04-14,11182.29,bank_transfer,paid,2.0,0,0,pre_monsoon,0
99,18,2,2023-04-14,12741.64,cash,paid,2.0,0,0,pre_monsoon,0
100,284,3,2023-04-14,322.05,upi,paid,2.0,0,0,pre_monsoon,0
101,151,3,2023-04-14,12886.56,cash,paid,2.0,0,0,pre_monsoon,0
102,266,2,2023-04-15,5284.93,bank_transfer,paid,2.0,1,0,pre_monsoon,0
103,80,3,2023-04-15,13939.05,cash,paid,2.0,1,0,pre_monsoon,0
104,26,2,2023-04-15,6786.64,bank_transfer,paid,2.0,1,0,pre_monsoon,0
105,378,1,2023-04-15,3077.01,upi,paid,2.0,1,0,pre_monsoon,0
106,800,3,2023-04-15,15759.7,cash,paid,2.0,1,0,pre_monsoon,0
107,665,1,2023-04-15,415.15,cash,paid,2.0,1,0,pre_monsoon,0
108,276,1,2023-04-15,6695.38,upi,pending,2.0,1,0,pre_monsoon,0
109,751,2,2023-04-15,19659.54,cash,paid,2.0,1,0,pre_monsoon,0
110,848,1,2023-04-15,17620.81,cash,paid,2.0,1,0,pre_monsoon,0
111,590,2,2023-04-15,1106.56,cash,paid,2.0,1,0,pre_monsoon,0
112,482,3,2023-04-15,7.6,upi,pending,2.0,1,0,pre_monsoon,0
113,543,2,2023-04-15,36663.86,cash,paid,2.0,1,0,pre_monsoon,0
114,943,2,2023-04-15,623.2,cash,paid,2.0,1,0,pre_monsoon,0
115,379,3,2023-04-15,1770.44,upi,paid,2.0,1,0,pre_monsoon,0
116,350,1,2023-04-15,364.8,cash,paid,2.0,1,0,pre_monsoon,0
117,147,1,2023-04-15,14418.58,upi,paid,2.0,1,0,pre_monsoon,0
118,295,2,2023-04-15,9114.0,bank_transfer,pending,2.0,1,0,pre_monsoon,0
119,212,3,2023-04-16,10911.66,cash,paid,2.0,1,0,pre_monsoon,0
120,379,1,2023-04-16,106.4,cash,paid,2.0,1,0,pre_monsoon,0
121,113,3,2023-04-16,26428.89,bank_transfer,paid,2.0,1,0,pre_monsoon,0
122,81,3,2023-04-16,14082.25,bank_transfer,paid,2.0,1,0,pre_monsoon,0
123,914,1,2023-04-16,175.75,upi,paid,2.0,1,0,pre_monsoon,0
124,601,2,2023-04-16,13806.95,upi,paid,2.0,1,0,pre_monsoon,0
125,768,1,2023-04-17,525.58,upi,paid,2.0,1,0,pre_monsoon,0
126,629,2,2023-04-17,1814.44,upi,paid,2.0,1,0,pre_monsoon,0
127,502,3,2023-04-17,4646.84,cash,paid,2.0,1,0,pre_monsoon,0
128,436,1,2023-04-17,71.25,upi,paid,2.0,1,0,pre_monsoon,0
129,496,2,2023-04-17,17771.76,bank_transfer,paid,2.0,1,0,pre_monsoon,0
130,331,2,2023-04-17,16082.2,bank_transfer,paid,2.0,1,0,pre_monsoon,0
131,316,2,2023-04-17,7456.81,bank_transfer,paid,2.0,1,0,pre_monsoon,0
132,620,3,2023-04-17,1174.43,upi,paid,2.0,1,0,pre_monsoon,0
133,785,3,2023-04-17,8935.13,cash,paid,2.0,1,0,pre_monsoon,0
134,881,3,2023-04-17,1659.84,cash,paid,2.0,1,0,pre_monsoon,0
135,14,1,2023-04-17,3065.76,cash,paid,2.0,1,0,pre_monsoon,0
136,254,1,2023-04-17,6121.84,cash,paid,2.0,1,0,pre_monsoon,0
137,87,1,2023-04-17,2098.67,cash,paid,2.0,1,0,pre_monsoon,0
138,942,1,2023-04-17,8517.85,upi,paid,2.0,1,0,pre_monsoon,0
139,525,3,2023-04-17,2126.16,bank_transfer,paid,2.0,1,0,pre_monsoon,0
140,96,1,2023-04-18,22021.28,upi,paid,2.0,1,0,pre_monsoon,0
141,26,2,2023-04-18,12749.77,upi,paid,2.0,1,0,pre_monsoon,0
142,608,1,2023-04-18,568.48,upi,paid,2.0,1,0,pre_monsoon,0
143,786,2,2023-04-18,253.08,cash,paid,2.0,1,0,pre_monsoon,0
144,893,1,2023-04-18,4199.76,cash,paid,2.0,1,0,pre_monsoon,0
145,330,2,2023-04-18,2714.79,cash,paid,2.0,1,0,pre_monsoon,0
146,767,1,2023-04-18,1431.58,upi,paid,2.0,1,0,pre_monsoon,0
147,538,2,2023-04-18,58.9,cash,paid,2.0,1,0,pre_monsoon,0
148,945,3,2023-04-18,1529.45,upi,paid,2.0,1,0,pre_monsoon,0
149,210,3,2023-04-18,21619.13,upi,paid,2.0,1,0,pre_monsoon,0
150,6,2,2023-04-18,45943.03,cash,paid,2.0,1,0,pre_monsoon,0
151,354,3,2023-04-19,11912.24,upi,paid,2.0,1,0,pre_monsoon,0
152,413,2,2023-04-19,5042.24,cash,paid,2.0,1,0,pre_monsoon,0
153,130,3,2023-04-19,6064.14,cash,paid,2.0,1,0,pre_monsoon,0
154,685,2,2023-04-19,2944.58,cash,paid,2.0,1,0,pre_monsoon,0
155,169,2,2023-04-19,4662.61,upi,paid,2.0,1,0,pre_monsoon,0
156,793,2,2023-04-19,1278.11,upi,paid,2.0,1,0,pre_monsoon,0
157,861,2,2023-04-19,23931.95,bank_transfer,paid,2.0,1,0,pre_monsoon,0
158,790,3,2023-04-20,3715.72,cash,pending,2.0,1,0,pre_monsoon,0
159,370,3,2023-04-20,4599.05,cash,paid,2.0,1,0,pre_monsoon,0
160,622,2,2023-04-20,3965.38,bank_transfer,paid,2.0,1,0,pre_monsoon,0
161,59,3,2023-04-20,152.0,upi,paid,2.0,1,0,pre_monsoon,0
162,107,1,2023-04-20,10847.95,bank_transfer,paid,2.0,1,0,pre_monsoon,0
163,123,1,2023-04-20,5405.98,cash,paid,2.0,1,0,pre_monsoon,0
164,858,3,2023-04-20,5329.62,bank_transfer,paid,2.0,1,0,pre_monsoon,0
165,686,1,2023-04-20,389.08,cash,paid,2.0,1,0,pre_monsoon,0
166,624,1,2023-04-20,4463.41,cash,paid,2.0,1,0,pre_monsoon,0
167,714,1,2023-04-20,13509.26,upi,paid,2.0,1,0,pre_monsoon,0
168,174,1,2023-04-20,1798.81,cash,paid,2.0,1,0,pre_monsoon,0
169,886,1,2023-04-20,6424.3,upi,paid,2.0,1,0,pre_monsoon,0
170,182,2,2023-04-21,13545.76,upi,paid,2.0,1,0,pre_monsoon,0
171,461,3,2023-04-21,9856.06,upi,paid,2.0,1,0,pre_monsoon,0
172,213,2,2023-04-21,18933.09,upi,paid,2.0,1,0,pre_monsoon,0
173,675,3,2023-04-21,4696.23,cash,paid,2.0,1,0,pre_monsoon,0
174,331,3,2023-04-21,2507.71,cash,paid,2.0,1,0,pre_monsoon,0
175,103,1,2023-04-21,27083.5,bank_transfer,paid,2.0,1,0,pre_monsoon,0
176,741,2,2023-04-21,9170.83,cash,paid,2.0,1,0,pre_monsoon,0
177,411,3,2023-04-22,1694.18,bank_transfer,pending,2.0,1,0,pre_monsoon,0
178,582,1,2023-04-22,284.2,cash,paid,2.0,1,0,pre_monsoon,0
179,470,2,2023-04-22,346.1,cash,paid,2.0,1,0,pre_monsoon,0
180,209,2,2023-04-22,12209.74,cash,paid,2.0,1,0,pre_monsoon,0
181,564,3,2023-04-22,10181.93,bank_transfer,paid,2.0,1,0,pre_monsoon,0
182,782,1,2023-04-22,22451.59,upi,paid,2.0,1,0,pre_monsoon,0
183,759,3,2023-04-22,98.8,cash,paid,2.0,1,0,pre_monsoon,0
184,626,3,2023-04-22,353.4,cash,paid,2.0,1,0,pre_monsoon,0
185,155,2,2023-04-22,11961.75,cash,paid,2.0,1,0,pre_monsoon,0
186,477,1,2023-04-22,8903.91,cash,paid,2.0,1,0,pre_monsoon,0
187,703,2,2023-04-22,4466.81,upi,paid,2.0,1,0,pre_monsoon,0
188,650,1,2023-04-22,17039.96,upi,paid,2.0,1,0,pre_monsoon,0
189,805,1,2023-04-22,40371.63,bank_transfer,paid,2.0,1,0,pre_monsoon,0
190,41,1,2023-04-23,7228.55,cash,paid,2.0,1,0,pre_monsoon,0
191,333,2,2023-04-23,8300.05,cash,paid,2.0,1,0,pre_monsoon,0
192,745,1,2023-04-23,5761.71,bank_transfer,paid,2.0,1,0,pre_monsoon,0
193,841,3,2023-04-23,7754.46,upi,pending,2.0,1,0,pre_monsoon,0
194,653,3,2023-04-23,4182.24,bank_transfer,paid,2.0,1,0,pre_monsoon,0
195,311,3,2023-04-23,280.25,cash,paid,2.0,1,0,pre_monsoon,0
196,765,3,2023-04-23,7924.05,upi,paid,2.0,1,0,pre_monsoon,0
197,133,2,2023-04-23,3294.2,cash,paid,2.0,1,0,pre_monsoon,0
198,227,1,2023-04-23,15663.15,upi,paid,2.0,1,0,pre_monsoon,0
199,572,1,2023-04-23,1824.44,cash,paid,2.0,1,0,pre_monsoon,0
200,34,3,2023-04-24,1137.15,upi,paid,2.0,1,0,pre_monsoon,0
201,160,3,2023-04-24,1029.92,upi,paid,2.0,1,0,pre_monsoon,0
202,241,2,2023-04-24,4061.18,upi,paid,2.0,1,0,pre_monsoon,0
203,411,3,2023-04-24,7870.13,upi,paid,2.0,1,0,pre_monsoon,0
204,649,3,2023-04-24,4498.93,cash,pending,2.0,1,0,pre_monsoon,0
205,182,2,2023-04-24,10365.45,bank_transfer,paid,2.0,1,0,pre_monsoon,0
206,595,3,2023-04-24,7219.7,upi,paid,2.0,1,0,pre_monsoon,0
207,585,3,2023-04-24,15837.36,bank_transfer,paid,2.0,1,0,pre_monsoon,0
208,809,3,2023-04-24,3036.76,upi,paid,2.0,1,0,pre_monsoon,0
209,730,1,2023-04-24,9639.99,cash,paid,2.0,1,0,pre_monsoon,0
210,816,1,2023-04-24,20438.7,bank_transfer,pending,2.0,1,0,pre_monsoon,0
211,428,2,2023-04-24,19355.23,bank_transfer,paid,2.0,1,0,pre_monsoon,0
212,373,2,2023-04-25,16794.01,bank_transfer,paid,2.0,1,0,pre_monsoon,0
213,423,3,2023-04-25,155.8,upi,paid,2.0,1,0,pre_monsoon,0
214,504,1,2023-04-25,14493.64,upi,paid,2.0,1,0,pre_monsoon,0
215,296,1,2023-04-25,369.02,cash,paid,2.0,1,0,pre_monsoon,0
216,313,2,2023-04-25,12731.37,upi,paid,2.0,1,0,pre_monsoon,0
217,217,3,2023-04-25,17958.06,bank_transfer,paid,2.0,1,0,pre_monsoon,0
218,175,2,2023-04-25,680.89,upi,paid,2.0,1,0,pre_monsoon,0
219,180,2,2023-04-26,6766.11,upi,paid,2.0,1,0,pre_monsoon,0
220,929,1,2023-04-26,14007.77,cash,paid,2.0,1,0,pre_monsoon,0
221,520,1,2023-04-26,38.0,upi,pending,2.0,1,0,pre_monsoon,0
222,536,1,2023-04-26,8604.01,bank_transfer,paid,2.0,1,0,pre_monsoon,0
223,468,1,2023-04-26,64.85,upi,paid,2.0,1,0,pre_monsoon,0
224,928,1,2023-04-26,9195.15,upi,paid,2.0,1,0,pre_monsoon,0
225,327,3,2023-04-26,3156.74,cash,paid,2.0,1,0,pre_monsoon,0
226,499,2,2023-04-26,6469.2,bank_transfer,paid,2.0,1,0,pre_monsoon,0
227,630,2,2023-04-26,24068.75,upi,paid,2.0,1,0,pre_monsoon,0
228,641,2,2023-04-26,573.6,cash,pending,2.0,1,0,pre_monsoon,0
229,184,1,2023-04-26,9971.65,cash,paid,2.0,1,0,pre_monsoon,0
230,219,2,2023-04-26,5258.43,cash,paid,2.0,1,0,pre_monsoon,0
231,785,2,2023-04-27,568.1,upi,paid,2.0,1,0,pre_monsoon,0
232,484,2,2023-04-27,3957.82,cash,paid,2.0,1,0,pre_monsoon,0
233,6,2,2023-04-27,8315.9,bank_transfer,paid,2.0,1,0,pre_monsoon,0
234,722,1,2023-04-27,1839.62,cash,paid,2.0,1,0,pre_monsoon,0
235,572,3,2023-04-27,8958.82,upi,paid,2.0,1,0,pre_monsoon,0
236,482,1,2023-04-27,7392.85,cash,paid,2.0,1,0,pre_monsoon,0
237,551,2,2023-04-27,5690.99,bank_transfer,paid,2.0,1,0,pre_monsoon,0
238,604,2,2023-04-28,14942.15,bank_transfer,paid,2.0,1,0,pre_monsoon,0
239,707,1,2023-04-28,3319.68,upi,paid,2.0,1,0,pre_monsoon,0
240,927,2,2023-04-28,3172.35,upi,pending,2.0,1,0,pre_monsoon,0
241,421,2,2023-04-28,29057.82,cash,paid,2.0,1,0,pre_monsoon,0
242,517,2,2023-04-28,35721.31,bank_transfer,paid,2.0,1,0,pre_monsoon,0
243,867,1,2023-04-28,18073.66,bank_transfer,paid,2.0,1,0,pre_monsoon,0
244,757,1,2023-04-28,37680.04,upi,paid,2.0,1,0,pre_monsoon,0
245,20,1,2023-04-28,2930.09,cash,paid,2.0,1,0,pre_monsoon,0
246,682,1,2023-04-29,5622.69,cash,paid,2.0,1,0,pre_monsoon,0
247,547,3,2023-04-29,9145.21,cash,pending,2.0,1,0,pre_monsoon,0
248,223,2,2023-04-29,8.55,upi,paid,2.0,1,0,pre_monsoon,0
249,762,3,2023-04-29,394.86,cash,paid,2.0,1,0,pre_monsoon,0
250,96,1,2023-04-29,1276.89,upi,paid,2.0,1,0,pre_monsoon,0
251,325,2,2023-04-29,22.8,cash,paid,2.0,1,0,pre_monsoon,0
252,17,1,2023-04-29,1534.07,upi,paid,2.0,1,0,pre_monsoon,0
253,308,1,2023-04-29,12864.11,upi,paid,2.0,1,0,pre_monsoon,0
254,712,2,2023-04-29,14765.18,bank_transfer,paid,2.0,1,0,pre_monsoon,0
255,532,1,2023-04-29,4317.04,cash,paid,2.0,1,0,pre_monsoon,0
256,862,2,2023-04-29,654.6,upi,paid,2.0,1,0,pre_monsoon,0
257,553,2,2023-04-29,5020.52,bank_transfer,paid,2.0,1,0,pre_monsoon,0
258,426,3,2023-04-29,98.8,upi,paid,2.0,1,0,pre_monsoon,0
259,553,2,2023-04-29,15152.5,bank_transfer,paid,2.0,1,0,pre_monsoon,0
260,290,3,2023-04-29,5312.97,upi,pending,2.0,1,0,pre_monsoon,0
261,530,3,2023-04-29,15423.15,cash,paid,2.0,1,0,pre_monsoon,0
262,166,2,2023-04-30,17683.49,bank_transfer,paid,2.0,0,0,pre_monsoon,0
263,220,2,2023-04-30,26744.34,upi,paid,2.0,0,0,pre_monsoon,0
264,827,2,2023-04-30,3110.77,cash,paid,2.0,0,0,pre_monsoon,0
265,97,1,2023-04-30,14356.6,upi,pending,2.0,0,0,pre_monsoon,0
266,228,1,2023-05-01,443.69,cash,paid,,0,0,pre_monsoon,0
267,820,3,2023-05-01,3052.44,cash,paid,,0,0,pre_monsoon,0
268,634,1,2023-05-01,12473.13,cash,pending,,0,0,pre_monsoon,0
269,923,3,2023-05-01,787.0,bank_transfer,paid,,0,0,pre_monsoon,0
270,148,2,2023-05-01,23047.23,upi,paid,,0,0,pre_monsoon,0
271,359,1,2023-05-01,152.0,cash,paid,,0,0,pre_monsoon,0
272,156,1,2023-05-01,1983.25,cash,paid,,0,0,pre_monsoon,0
273,483,1,2023-05-01,14299.82,bank_transfer,paid,,0,0,pre_monsoon,0
274,262,1,2023-05-01,16888.61,cash,paid,,0,0,pre_monsoon,0
275,618,3,2023-05-01,21569.69,bank_transfer,paid,,0,0,pre_monsoon,0
276,683,2,2023-05-01,27999.81,bank_transfer,paid,,0,0,pre_monsoon,0
277,392,1,2023-05-02,7337.06,cash,paid,,0,0,pre_monsoon,0
278,689,3,2023-05-02,9615.94,bank_transfer,paid,,0,0,pre_monsoon,0
279,797,2,2023-05-02,6509.1,bank_transfer,paid,,0,0,pre_monsoon,0
280,260,2,2023-05-02,11627.13,bank_transfer,paid,,0,0,pre_monsoon,0
281,165,1,2023-05-02,171.0,upi,paid,,0,0,pre_monsoon,0
282,632,3,2023-05-02,19078.51,upi,paid,,0,0,pre_monsoon,0
283,775,2,2023-05-02,126.0,upi,paid,,0,0,pre_monsoon,0
284,173,2,2023-05-02,13577.9,bank_transfer,paid,,0,0,pre_monsoon,0
285,552,1,2023-05-02,10616.05,bank_transfer,paid,,0,0,pre_monsoon,0
286,734,2,2023-05-02,9561.16,upi,paid,,0,0,pre_monsoon,0
287,846,1,2023-05-03,313.53,cash,paid,,0,0,pre_monsoon,0
288,252,1,2023-05-03,5122.15,upi,paid,,0,0,pre_monsoon,0
289,565,3,2023-05-03,10945.52,upi,paid,,0,0,pre_monsoon,0
290,765,2,2023-05-03,671.0,cash,pending,,0,0,pre_monsoon,0
291,848,3,2023-05-03,4811.85,upi,paid,,0,0,pre_monsoon,0
292,847,3,2023-05-03,19090.0,bank_transfer,paid,,0,0,pre_monsoon,0
293,472,3,2023-05-04,5351.6,upi,paid,,0,0,pre_monsoon,0
294,489,3,2023-05-04,1802.76,cash,paid,,0,0,pre_monsoon,0
295,29,3,2023-05-04,7275.76,bank_transfer,paid,,0,0,pre_monsoon,0
296,312,2,2023-05-04,238.91,cash,paid,,0,0,pre_monsoon,0
297,884,1,2023-05-05,34698.05,bank_transfer,pending,,0,0,pre_monsoon,0
298,507,3,2023-05-05,4175.8,upi,paid,,0,0,pre_monsoon,0
299,391,3,2023-05-05,5684.25,upi,paid,,0,0,pre_monsoon,0
300,267,2,2023-05-05,4376.79,cash,paid,,0,0,pre_monsoon,0
301,21,3,2023-05-05,1343.4,cash,pending,,0,0,pre_monsoon,0
302,335,2,2023-05-05,1989.58,cash,paid,,0,0,pre_monsoon,0
303,354,1,2023-05-06,596.0,cash,paid,,0,0,pre_monsoon,0
304,813,1,2023-05-06,2514.97,cash,paid,,0,0,pre_monsoon,0
305,943,2,2023-05-06,482.0,cash,paid,,0,0,pre_monsoon,0
306,193,2,2023-05-06,2852.96,upi,paid,,0,0,pre_monsoon,0
307,102,3,2023-05-07,2912.0,cash,paid,,0,0,pre_monsoon,0
308,560,3,2023-05-07,4143.0,cash,paid,,0,0,pre_monsoon,0
309,387,1,2023-05-07,2820.34,cash,paid,,0,0,pre_monsoon,0
310,701,3,2023-05-07,1207.58,cash,paid,,0,0,pre_monsoon,0
311,556,1,2023-05-07,1222.26,cash,pending,,0,0,pre_monsoon,0
312,701,2,2023-05-07,17291.23,bank_transfer,paid,,0,0,pre_monsoon,0
313,75,3,2023-05-07,2160.26,cash,paid,,0,0,pre_monsoon,0
314,120,2,2023-05-07,173.88,bank_transfer,pending,,0,0,pre_monsoon,0
315,858,2,2023-05-07,470.07,upi,paid,,0,0,pre_monsoon,0
316,318,1,2023-05-08,16615.62,cash,paid,,0,0,pre_monsoon,0
317,11,3,2023-05-08,3288.47,cash,paid,,0,0,pre_monsoon,0
318,550,2,2023-05-08,6935.16,bank_transfer,paid,,0,0,pre_monsoon,0
319,292,3,2023-05-08,9606.6,bank_transfer,pending,,0,0,pre_monsoon,0
320,206,1,2023-05-08,13602.36,cash,paid,,0,0,pre_monsoon,0
321,248,2,2023-05-08,8123.0,bank_transfer,paid,,0,0,pre_monsoon,0
322,326,1,2023-05-08,326.0,cash,paid,,0,0,pre_monsoon,0
323,390,1,2023-05-08,24438.85,upi,paid,,0,0,pre_monsoon,0
324,561,2,2023-05-08,5763.96,cash,paid,,0,0,pre_monsoon,0
325,380,1,2023-05-09,6199.12,cash,paid,,0,0,pre_monsoon,0
326,581,1,2023-05-09,10015.41,upi,paid,,0,0,pre_monsoon,0
327,933,3,2023-05-09,2445.6,cash,paid,,0,0,pre_monsoon,0
328,901,2,2023-05-09,7754.12,bank_transfer,paid,,0,0,pre_monsoon,0
